STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
GA,Stewart,37,8.9,16359,28.4,15.1,13.2,19.1,8.4,75.4,10.9,0.2,29.2,0.7,16.4,33.5,40.7
KY,Knott,33.2,12.4,18201,26.9,16.9,20.5,32.5,6.8,2.9,0.1,0.9,36.8,4.8,12.6,4.5,65
MS,Holmes,43.6,19.1,13924,24.9,14.1,26.2,17,21.4,84.4,0,0.9,30.7,4.2,11.8,3.9,89.5
MS,Humphreys,38.1,18.4,16604,28.8,15.5,26.6,20.9,15.5,79.2,0.1,0.7,9.1,3.6,14.7,1,78.9
MS,Wilkinson,32.8,10.9,13231,28,16.5,21.5,24.2,8.3,72.2,0.1,1,37.3,0.7,11.4,12.1,92.3
NM,McKinley,36,15.7,15278,24.6,11.5,29.3,16.7,14.1,91.2,3.1,1.2,23.5,13.5,11.3,1,99.9
SC,Marlboro,26,13,17034,24.1,16.7,20.4,21.6,12.5,60.8,0.8,1,27.8,3,13,10.8,64
SD,Todd,55.1,13.2,10931,22.1,7.5,40.3,9.1,25.6,91.8,0.5,6.4,17.8,13.5,21.6,0.4,81.7
MS,Claiborne,44,15.6,13503,22.6,15.3,21.8,14.6,15.7,88.3,0.4,5,37.8,5.7,10.4,8,77.8
SD,Oglala Lakota,49.3,19.7,10148,24,6.8,37.2,14.4,20.9,95.7,1.4,1.8,30.8,33.8,15,2.2,80.6
