STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
NE,Gage,9.8,3.4,28438,10.3,20.4,22.2,15.4,5.9,5.3,0.2,3.7,1.7,0.2,4.5,2.8,67.8
NE,Hamilton,4.9,2.5,32086,5.3,19,24.1,11.1,6.9,5,0.1,1.9,4.3,0.2,2.4,1.5,71
NE,Holt,8.4,1.1,29975,7.3,21.2,24.2,13.9,3.9,6.3,0.8,3.3,5.9,0.9,2.8,2.1,64.5
NE,Jefferson,12,1.7,26439,8.8,23.2,22.2,16.9,7.4,6,1.6,3.8,2.4,0.3,4.5,1.7,82.5
NE,Otoe,11.2,2.8,29229,8.5,19,24.1,14.9,7.5,10.8,1.5,3.6,2.9,0.9,6.1,1.4,81.6
NE,Phelps,8.8,0.7,30814,6.3,19.8,23.8,12.4,4.7,7.5,0.9,5.4,5.5,0.3,5,2.9,61
NE,Saunders,8.4,2.4,32344,7.2,17.8,24.9,13.7,7.2,4.5,0.6,2.7,2.3,1.2,2.6,1.3,74.9
NE,Scotts Bluff,13.4,5.1,28089,12.5,18.4,24.9,14.5,11.5,27.7,1.7,3.9,6.3,1.3,5.1,2.1,57.6
NE,Sioux,10.7,1.1,26951,6.7,21.8,20.8,9.3,6.2,8.5,0,0.3,9.6,0.7,5.9,0,34.6
NE,Stanton,8.8,2.9,31686,7,16.6,25.4,11.3,8.8,7.9,1.5,1,6,1,2.2,0.8,46.7
NE,Thomas,10.7,1.7,28701,7.5,22.3,20.2,14.1,2.7,2.5,0,2.5,3,0,0.3,0,49.7
NE,Webster,11,2.4,26970,7.8,22.3,22.9,15.4,7.2,8.3,0,1.1,2.5,0.7,5.1,2.3,65.3
NE,Wheeler,9.2,0.4,27832,4.8,23.6,18.2,15.5,3.6,1.2,0,0,20.1,0.3,1.4,0,41.7
NV,Churchill,12.8,7.2,26606,9.1,18.5,22.8,14.3,7.7,26.3,3.7,3.2,14.8,2.7,4.6,2.3,74.4
NV,Lyon,11.6,8.7,26855,12.9,20.6,21.8,17.9,7,24.4,1.9,2.9,16.3,2.9,4.3,0.4,57.5
NH,Cheshire,9.9,3.8,34136,7,18.6,18.1,13.8,7.5,5.8,0.4,7,7,1,5.6,5.9,85.8
NH,Grafton,9.9,3.4,36619,7.2,19.3,16.7,14.5,6.6,9.1,0.7,6.9,7.6,1.3,6,7.5,91.4
NH,Merrimack,7.2,3.9,36148,6.3,17.2,19.6,13.6,7.2,7.4,1.1,9.3,5.9,1.3,5.1,4.5,98.6
NJ,Hunterdon,4.8,4,54984,4.9,17.2,20.2,8.9,4.7,14,1.1,5.4,0.4,0.6,3.6,3.4,79.8
NM,Los Alamos,5.3,3.5,56410,2.2,17.3,22.7,9.4,4.7,27.9,0.7,9.5,3.3,0.6,3.8,0.6,77.7
NY,Delaware,16.2,5.1,26629,11.8,23.3,17.3,16.3,8.2,7.8,1.1,2.2,13.3,2.7,8.3,5.1,70.1
NY,Essex,9.5,5.8,30273,8.9,22,16.8,16.8,8.3,7.9,0.6,2.7,7.1,1.7,8.2,7.7,81.2
NY,Genesee,11.4,4.7,29465,7.9,18,20.5,15,7.8,9.3,0.5,3.8,6.6,0.7,8.2,1.3,82.6
NY,Greene,13.3,4.6,27271,12.8,21,16.9,13.9,4.9,14.7,0.9,3.4,6.9,1.7,9,6.9,77
NY,Lewis,14.1,6.9,26169,10.2,17.3,23.2,14.5,8.1,4.2,0.5,1.4,12.8,1.3,5.2,1.4,79
NY,Ontario,9.6,4.1,35121,6.6,18.8,20.6,12.5,8,10,1,7.3,7.3,1,7.3,3.4,85.1
NY,Orleans,14.3,5.2,25261,12.9,16.9,19.8,16.8,10.4,13.5,1,2.8,10.4,2.2,8,7.4,77.6
NY,Rensselaer,12,5.1,34280,8.4,16,19.9,13.6,9.4,16.4,0.8,9.2,2.7,1.6,9.8,3.7,87.9
NY,Saratoga,6.2,3.8,41709,5.9,17,20.7,11.2,6.5,9.4,0.5,8.2,7.7,0.9,4.3,1.8,90.9
NY,Schuyler,13.9,5.5,26484,10.7,20,19.5,16.9,7.8,4.8,0.3,2.5,17.9,2.2,6.2,1.4,86.5
NY,Suffolk,7.1,4.7,42204,9.6,16.1,21.7,9.6,6.2,31.9,4,5.9,0.9,2.6,5.3,2,89.6
NY,Washington,12,5.7,27156,12.3,18.3,19.3,14.6,8.4,7.5,0.7,2.5,6.6,1.8,7.3,5.2,90.2
NY,Wyoming,10.9,5.9,27150,10.4,16.6,19.9,13.9,8.7,10.1,0.6,2.3,7.6,1,6.7,7.3,76.6
NC,Ashe,18,4.6,24039,15.8,24,18.3,15.7,7.3,7.4,0.9,2.9,21.6,0.8,6.2,1.6,62.3
NC,Buncombe,12.3,4,31439,9,19,19,13.6,6,16.4,1.9,8.7,14.2,3.2,5.1,2.7,79.7
NC,Davidson,15.5,7.2,25109,16.6,17.5,22.4,16.1,8.3,19.5,2,3,15.4,2.4,5.7,1.2,71.8
NC,Gaston,15.6,6.7,26069,15.3,15.6,22.8,15.7,9.5,27,1.2,4.7,11.1,2.7,5.6,1.3,72.4
NC,Haywood,13.9,4.7,29453,11.9,24.1,18.3,17.6,7.6,7.1,0.7,1.7,18.1,1.6,4.5,0.8,80.4
NC,Nash,15.5,6.3,26980,14.6,17.3,22.4,16.3,11,49.6,1.4,2.6,19.2,2.7,7.9,2.2,83.4
NC,Yadkin,15.3,5.3,23566,19,19.1,21.4,16.9,8,15.6,2.7,1.5,25.9,2.6,5.1,0.9,74.3
ND,Adams,8.3,1.3,33652,4.5,23.4,21.4,10,4.3,8.6,0,5.1,9.1,0.5,2.6,2.9,72.5
ND,Billings,8.6,3.7,45523,11.2,15.9,23.2,11.7,2.9,7.7,0,3,10.5,0.3,1.6,3.3,23.2
ND,Bottineau,10.1,3.8,35039,8.8,22.4,20.7,15.1,4.7,8.3,0,1.8,7.6,0.9,2.2,4.5,78.6
ND,Bowman,7.8,2.5,36221,9.8,20.1,24.6,10.4,4.7,6.7,0.7,4,11.6,2.1,3.9,2.4,73.9
ND,Dunn,8.9,3.4,44492,9.9,16.1,24.1,13.3,5.6,15.9,1.8,1.1,25.4,2.5,1.5,2.9,50.1
ND,Eddy,13.7,1.2,34565,10,23.1,22,18.9,9.3,11.9,0.2,7.6,5.1,0.5,3.5,4.2,79.5
ND,Kidder,10,1.1,32364,10,19.6,20.8,13.2,6.7,5.7,0,0,17.4,2.6,1.8,0,51
ND,McLean,8.2,1.4,35367,8.2,22.4,21.5,10.2,6.1,10.5,0.5,2.8,11.4,1.7,2.9,1.8,66.9
ND,Pembina,7,2.8,36251,11.4,21.9,20.8,12.2,4.6,9,0,2.6,6.9,0.6,3.9,2.6,77.8
ND,Ransom,5.8,1.3,34691,7.3,21.1,21.6,15.1,7.9,5.3,0,10,3.6,0.2,4.9,2.9,93.2
ND,Sargent,3.8,1.3,37039,8.3,21.5,19.5,13.1,4.9,7.4,0,5.8,11.7,1.5,2,1,82.1
OH,Allen,14.8,6,25662,10.4,16.7,23.3,15.5,11.3,19,0.4,6.1,3.9,1.1,8.4,3.8,76.4
OH,Ashtabula,20.3,7.3,22817,14,18.1,22.3,16.4,9.3,10.3,0.5,4.9,8.8,1.9,9.3,3.6,82.3
OH,Butler,13,5.1,30777,9.7,14,23.8,12.3,9.2,18.5,1.2,9.3,2.6,1.5,5.4,3.1,82.1
OH,Carroll,13.1,4.6,28421,11.3,20.2,20.9,14.7,6.9,3.7,0.2,0.9,12.8,1.1,5.4,1.6,74
OH,Champaign,11,6,26515,9.3,17.8,22.6,16.1,8.8,6.6,0.3,2.7,6.6,1.2,5.6,2.2,73.4
OH,Fulton,9.4,4.8,28411,8.8,16.7,23.9,13.5,9.1,10.8,0.7,1.6,7.6,1.7,3.4,1.1,84.5
OH,Guernsey,20.2,7,23599,14.1,18.7,22.3,17.7,10.4,5.7,0.2,3.6,15.5,1.6,8.1,1.4,76.6
OH,Henry,9.7,4.2,28328,6.9,17.6,23.6,13.2,10.7,9.9,0.2,3.3,6.8,0.5,4.3,1.6,88.3
OH,Knox,14.2,5.3,25589,9.3,17.2,22.9,13.1,8.2,4.5,0.5,1.6,3.7,1.1,7.9,5.8,74.7
OH,Logan,13.4,4.9,27840,8.7,17,23.6,13.7,8.7,6.5,0.9,3,9.1,2.5,5.4,1,77.3
OH,Mahoning,17.6,8,27429,9.1,20,20.3,15.3,9.7,23.8,1,7.5,1.2,0.7,8.5,2.9,82.2
OH,Paulding,10.3,4.6,25918,10.7,17.8,23.7,17.7,7.4,7.7,0.5,2.1,8.1,2.1,5.9,0.5,77
OH,Putnam,6.7,2.9,30064,6.8,16.5,25.5,10.2,6.6,7.9,0.4,1.4,6,0.9,3,0.9,84.4
OH,Summit,13.1,5.6,32055,8.4,17,21.3,12.9,8.9,22.7,1.3,10.7,1,1,8.8,1.7,85.2
OH,Union,6.9,2.5,34691,7.4,11.7,24.9,11.5,7.5,10.1,0.3,3.7,4.2,1.2,4.3,5.7,90.6
OH,Van Wert,11.1,4.4,26698,9,18.1,23.5,14.3,10.5,5.9,0.4,1.8,5.7,0.6,4.6,1.1,76.8
OH,Wayne,12.4,3.9,26822,14,16.8,24.5,12.1,7.2,6.3,1.3,3.5,7.9,2.4,9.2,3.4,77.6
OH,Wyandot,9.5,3.8,27037,9.1,18.4,23,13.8,9.8,4.9,1.5,2.9,5.8,1,5.7,1.3,80
OK,Carter,16.9,5.5,25110,12.6,16.1,25.4,18.8,9.9,29.7,1,3.4,14.3,2.8,5.9,2,70.4
OK,Cherokee,20.9,7.4,20575,14.8,16,22.6,17.4,8.9,52.1,1,4.5,21.4,3.7,6.4,4,66.5
OK,Cotton,17.4,7.6,22596,14.2,19.3,23,20.3,8.5,23.7,0,0,7.7,2.8,7.2,2.2,70
OK,Craig,18.5,5.8,20704,13.4,19.4,22.2,21.8,10.7,36.2,0.6,2.9,10.6,1.7,6.7,7.8,83.8
OK,Garfield,14.7,5.1,26454,11.8,15.7,26,14.6,9.7,24.9,2.9,5.4,3.7,2.2,4,2.8,78.4
OK,Kay,17.5,7,24853,13.4,18.7,25,20.3,9.5,25,0.8,4.5,6.5,2.8,6.7,2.1,70.8
OK,Kiowa,22.2,4.7,20888,16.3,19.5,23.6,21.4,7.6,25.5,0.8,1,7,0.9,6.4,2.2,85.6
OK,Love,13.5,4.3,21704,15.8,19,25.2,20.1,6.4,28.3,3.3,0.9,20.8,2.4,3.5,1.2,64.2
OK,McClain,8.9,3.4,29797,10.1,15,25.8,13.3,7.8,20.6,1,1.5,14,1.5,2.5,0.7,77.9
OK,Rogers,9.5,4.8,30886,7.9,15.6,24.1,14.7,8.7,27.9,0.7,2.8,11.6,2.5,2.9,1.4,74.7
OK,Washita,13.8,4.4,26744,10.4,17.4,25.4,12.9,8.4,16.5,0.8,1.5,11.5,2,4.8,2.4,64.8
OR,Columbia,12.1,7,29317,9.6,17.9,21.8,17.2,8.1,11.2,0.8,3.8,14.6,1.6,6.5,0.8,86.1
OR,Lake,16.6,6,22469,13.1,24.3,18.8,19.8,8.2,15.3,0.5,0.9,22,2.9,6.4,7.7,64.3
PA,Adams,8.8,4.5,30534,11.4,19.2,20.4,13.5,6.9,10.7,1.3,2.1,6.5,1.4,4.6,4.1,82.4
PA,Beaver,10.9,5.1,30016,6.9,20.5,19.5,15.6,7.8,10.4,0.4,5.5,4.4,1,8.7,1.8,57.4
PA,Blair,14.6,5,26648,9.1,19.8,20.5,17.4,8.5,5.3,0.3,6.5,6.5,1,9.2,2.6,78.2
PA,Carbon,12.5,7,26867,10.4,20.1,19.6,16.2,7.3,7.9,0.6,3,4.2,1.7,5.7,1.4,88.8
PA,Clarion,16.2,6.6,24293,10.4,18.7,18.8,16.6,6.9,3.9,0.5,5.8,12.4,1,9,3.3,78.9
PA,Clearfield,14.9,7.1,23743,13.1,19.7,18.5,19.3,7.2,6.9,0.8,3.2,12.9,1.1,7.7,7,77.3
PA,Clinton,17.4,5.6,23780,11.3,18,20.4,16.5,6.6,4.8,0.6,4.2,9.9,1,9.7,4.5,73.8
PA,Columbia,14.3,4.9,25794,10,18.4,17.8,13.3,7.5,6.7,0.4,4.8,8.2,0.5,6.1,6.9,92.3
PA,Crawford,14.1,5.9,25731,10.7,19.4,21.1,17.4,8.5,5.1,0.3,2.7,13.8,1.2,9.8,4,77.9
PA,Jefferson,13.9,4.3,24974,10.3,20.1,21.2,16.1,7.8,2.8,0.4,4.3,9.1,1,8.2,1.7,84.2
PA,Monroe,11.5,7.9,28486,10.6,16.3,20.2,15.3,7.7,33.2,1.7,2,3.8,1.6,5,1.4,82.2
PA,Perry,8.5,3.7,29685,12.5,17.4,21.7,14.1,7.5,4.4,0.4,1.7,12,1.2,5,1.3,88.6
PA,Potter,14.3,6.6,24087,11.9,22.8,21,19.5,6.8,3.4,0.7,1.5,13.9,0.8,7.2,1.6,52.4
RI,Washington,9.4,6.1,41000,5.9,19.4,17.2,11.3,5.8,8.9,0.6,5.4,2.1,0.9,4.5,5.3,99.2
SC,Anderson,15.2,5.8,25807,15.5,17.5,23.1,16.1,9.2,22.5,0.8,4.3,17.2,2.1,7.3,1.3,68.5
SC,Chester,21.1,7.2,21240,17.8,17.8,22.9,18.8,7.8,41.2,0.3,0.9,19.5,2,8.2,0.5,73.1
SC,Dorchester,12.2,5.8,28704,9.9,13.1,24.9,12.6,9.9,35.6,1,7.6,13.1,1.6,4,1.2,82.9
SC,Kershaw,16.4,6.6,24253,13.5,17.6,23.3,16.4,9.7,31.1,0.6,1,24.9,0.9,3.5,0.6,81.1
SD,Edmunds,5.5,2.6,32492,9.7,20,24.5,9.9,4.5,3.3,0.2,0.5,10.1,0.3,4.6,2.9,56.1
SD,Gregory,13.9,1.1,27579,10.7,24.3,23.5,13.1,9.3,12,0,3.5,9.2,1.9,4.8,1.1,66.2
SD,Haakon,13.3,2.6,24426,9.6,24.1,23.7,16.4,8,6.3,0,3.8,24.4,0.6,5.3,1.9,49.5
SD,Hand,9,0.7,33865,6.3,24,21.6,13.2,6.3,2.2,0,6.3,9.4,0.3,3,1.7,57.1
SD,Hutchinson,10.5,3.9,27995,12.3,23,24.7,15.1,4.7,5.3,0.3,3.1,1.8,1.2,5.2,4.9,65.9
SD,Kingsbury,9.5,0.8,32259,8.7,22.4,22,11.9,6,3.1,0.1,3,5.5,0.5,3.4,1.7,97.2
SD,Lake,12.4,4.2,31574,7.7,20.1,20.6,11.6,3.3,6.4,0.9,7,6.8,1.9,4.1,5.7,46.1
SD,Moody,14.9,4.5,29142,9.4,18,25.1,11.2,8.9,23,1,2.9,6.8,1.7,3.2,5.2,67.5
SD,Walworth,10,2.8,31302,9.9,23.4,23.5,13.8,5,20.9,0.6,4.5,15.8,3.2,3.1,6.4,52.2
TN,Carter,23.5,5.4,21963,17.2,20.8,19,21.7,8,5,0.2,2.2,17.4,1.4,6.3,2.9,61.9
TN,Claiborne,23.6,8.5,20753,19.6,19.1,18.9,21.4,7.6,4.6,0.5,1.1,22.8,1.5,6.2,3.9,72.3
TN,Decatur,19.4,8.9,24337,16.5,23.2,21.3,19.1,6.6,8.2,0,0.9,22.5,0.5,5.4,1.9,60.3
TN,Hamilton,13.7,5.5,31184,10.8,16.9,21,14.1,7.4,28.8,1.3,10.7,3.6,1.3,6.9,3.2,78
TN,Hardin,20.5,7.9,22905,19.6,21.9,20.8,18,8.3,8.2,0.5,1.4,12.9,1.9,6.5,1.9,63
TN,Henry,19.8,6.7,22727,14,22.3,20.9,21.5,9.1,12.6,0.3,1.1,24.1,1.2,5.1,1.6,74.3
TN,Lincoln,15.9,4.9,25077,16.9,18.8,22.3,19.5,10.3,12.9,0.6,1.5,16.1,2.8,7.7,1.1,77.9
TN,Macon,17.9,4.4,21972,21.2,15.6,24.3,19.7,10.6,7.9,1.3,2.1,24.5,1.8,3.6,1.6,63.1
TN,Madison,19.4,5.1,25555,11.7,15.9,22.7,14.8,11.1,43.8,1,4,4.9,1.8,8.6,3.9,83.4
TN,Marion,18.2,5.2,24714,18.9,19.1,21.3,21.3,8.8,8.1,0.1,0.9,19.7,2.1,5.5,1,72.2
TN,Moore,7.9,4.7,29969,14.4,21.4,20,14.4,5.4,6.9,0,0.7,17,1.7,3,1.2,38.2
TN,Obion,22.7,6.3,23141,16.6,19.6,21.9,21.5,9.1,16.8,0.8,1.6,10.9,2,7,1.6,69.9
TN,Stewart,16.5,7.2,22601,14.4,19.7,21.1,20.9,7.1,7.9,0.1,0.8,21.4,1.8,3.3,1,68.9
TN,Weakley,20.2,6,21641,15.7,17.7,19.5,18.5,8,13,0.4,2.8,12.1,1.3,7,7.7,64.5
TN,Wilson,8.2,3.9,32850,8.8,15.1,24,12.9,7.8,14.4,1.1,5.8,7.7,1.3,3.3,1.2,77.1
UT,Garfield,17.8,3.9,24055,8,20.6,24,14.3,7,10.9,1.2,1.1,12.1,2.5,2.3,5.1,69.7
VT,Bennington,11.3,4.3,31896,8.1,22,19.3,17.6,9.5,5.6,0.1,3.9,6,1.1,8.6,4.1,54.2
VT,Caledonia,12.3,3.7,28085,9.1,19.3,19.7,18.5,6.5,5.1,0.4,3.1,10,1.2,7.1,3.9,46.5
VT,Grand Isle,7.6,4.7,40464,5.7,19.4,17.7,10.5,5.5,7.1,0.2,0.5,12.4,0.4,3,0,99.9
VT,Lamoille,14.5,4.1,33247,7.4,16.1,20.8,12,8.6,5.3,0.1,2.7,8.6,2.3,4.6,2.6,82.8
VA,Alleghany,20.2,5.6,26918,14.4,23.3,19.2,18.5,6.3,8.5,0.1,4.3,9.5,1.1,6.3,2.2,59.4
VA,Amelia,13.4,2.8,29114,16.5,18.9,21.6,13.8,7.5,26.7,0.7,0.4,24.8,3.1,3.3,1.1,65.4
VA,Bedford,9.1,4,31796,10.2,20.4,20.2,14.1,5.4,12.1,0.5,3.1,15.1,1.2,3.4,0.6,71.1
VA,Campbell,11.8,3.7,27842,14,19.1,20,15.5,7.7,20,0.6,2.5,17.3,0.8,5.4,0.9,66.3
VA,Clarke,10,3.8,39946,11.3,20.1,21,10.8,7.7,13.5,0.7,5.6,0.3,0.6,5.2,1.4,78.8
VA,Cumberland,19.4,7,25177,19,21.2,20.2,17.8,8.6,36.7,0.2,0.2,18.8,1.1,8.7,0.4,54.2
VA,Essex,13.7,5.1,26603,17.2,21.6,20.5,13.7,11.1,45.2,0.8,2.7,12,1.9,4.5,1.5,69.8
VA,Fauquier,6.1,3.4,44724,7.8,15.8,23.6,9.9,6.9,19.6,1.4,3.9,1.3,0.8,2.5,0.5,75.5
VA,Frederick,6.2,3.7,33961,11.4,16.2,23.2,11.7,7.5,16.1,1.7,4.7,6.2,1.9,3.4,1.5,70
VA,Goochland,5.3,3.2,47806,9.1,20.8,18.4,12.6,4.1,22.3,0.3,2.7,4.1,1.1,1.9,5.2,84.1
VA,Greene,6,5,32565,13.6,16.2,24.1,13.8,6,17.2,0.6,2.8,11,1.8,2.8,0.7,68.4
VA,Isle of Wight,10,7.9,35344,12.5,17.9,21,14.3,8.5,29.2,0.8,4.5,12.1,1.7,4.4,0.7,73.6
VA,King William,10.1,3,32809,10.2,15.3,23.1,11.2,8.4,23.8,0.2,0.2,4.9,1.8,2.5,0.3,84.5
VA,Madison,8.3,5.5,30351,13,21.1,20.8,13,4.6,15.2,0.4,1.1,3.4,2.9,4.1,1.7,74
VA,Shenandoah,10.8,4.9,28064,13.1,21,21.3,14.7,7.7,12,2,6.1,4.2,1.6,6.2,0.9,72.7
VA,Washington,15,5.9,26085,15,21.6,18.7,20.6,6.2,4.7,0.2,2.3,16.5,0.7,4.8,3.2,81.7
VA,Westmoreland,12,7.7,32637,13.9,24.1,18.8,14.8,4.5,36.1,1.5,1.1,8.1,0.9,6.5,0.7,68.7
WA,Garfield,11.6,7.4,25539,3.3,21.8,23.8,18.5,4.9,10.4,0.2,0.7,14.3,0.6,1.5,1,48.6
WA,Grays Harbor,15.9,8.4,25374,11.1,20.3,20.8,19.8,8.8,20.4,2,6,12,2.2,7,4.1,79.4
WA,Island,8.6,6.1,35364,4.7,23.4,18.5,15.4,5.9,20.5,0.7,3.4,7.9,1.3,3.7,2.6,84.9
WA,Stevens,15.6,6.7,25197,9.5,21.9,21.9,19.3,5.8,13.3,0.4,2.6,19.6,2.2,4.4,0.7,58.7
WV,Berkeley,12.7,6.9,28736,11.2,14.1,23.8,15.2,10.5,15.8,0.7,3.4,12.9,2.4,5,0.5,60.7
WV,Brooke,13.6,3.1,25537,8.8,22.3,18.1,16.4,8.4,4.3,0.1,3.1,5.3,2.2,8.1,4.5,33.8
WV,Mineral,14.5,6.4,23546,9.1,20.6,20.4,21.3,9.8,5.9,1.2,2.5,10.3,0.5,9.1,2.8,61.1
WV,Randolph,19.3,6.6,24162,16.2,20.8,19.2,17.1,7,4.1,0,4.2,15.9,0.9,9.4,7.8,50.7
WV,Upshur,20.8,8,21701,16.4,19.3,20.2,14.4,10,3.9,0,3.1,18.7,1.6,7.9,5.3,14
WI,Barron,12,3.2,28326,9.8,20.9,21.7,14.3,8.5,6.4,0.6,4.6,6.1,2.5,5.9,1.7,81.7
WI,Brown,10.3,3.5,31213,8,13.9,24.1,10.7,9.7,18.7,2.6,10.9,1.6,2.1,5.5,2.7,93.6
WI,Douglas,12.5,4.2,28888,6.6,17.5,20.1,14.7,9.6,8.3,0.2,6.1,6.3,1.7,7.3,2.7,64.6
WI,Kewaunee,8.5,2.9,30098,7.1,19.3,21.9,12.1,5.9,5.3,0.7,3.8,5.2,1.4,4.8,0.9,79
WI,Lincoln,9.1,3.9,29642,8.7,20.5,19,13.7,7.4,4.4,0.1,4.1,6.2,1.1,5.3,2.5,90.6
WI,Marathon,9.4,3.4,31879,8.3,16.6,23.1,11.4,6.2,11.1,1.4,7.4,2.8,2.1,4.9,1.2,86.6
WI,Portage,12.5,3.7,29742,6.7,15.6,19.6,11.1,7.1,8.7,0.8,7.9,4.8,1.4,5.8,4.7,89.2
WI,Richland,13.8,2.7,26379,10,21.4,22,12.8,7.9,5.2,0.7,3.9,7.7,1.7,5.4,2.5,83.4
WI,Rock,13.6,5.6,28103,9.4,15.8,23.6,14,10.9,16.9,1.2,7.8,2.2,1.7,5.9,1.8,99.9
WI,Shawano,10.1,2.5,28051,8.7,20.3,21.7,12.5,6.9,13.1,0.3,3.4,7.1,1.3,5,1.6,77.1
WI,Taylor,10,3.7,26881,11.4,18.2,24,12.3,7.9,4,0.7,2.4,9.1,1.7,5.4,1,65.2
WI,Wood,10.3,3.8,30006,7.2,19.7,21.7,14.2,7.5,7.5,0.7,7.9,4.4,0.9,5.3,1.3,89.5
WY,Crook,6.7,3.5,32256,6.8,18.5,24.5,9,4.2,5.6,0.1,0.6,23.6,2.2,2.8,0.9,59.3
WY,Johnson,11.4,4,34885,4.4,21.8,22.3,14.2,7.7,8.4,0,4.4,13.5,0.6,9,1.1,69.4
WY,Laramie,10,5.3,32920,6.8,15.1,23.3,13.4,8.7,21.1,0.8,5.7,9.4,1.5,4.7,2,81.7
WY,Platte,11.7,2.7,31553,6.6,23.4,20.6,15.7,6.8,11.3,0.8,0.9,15.3,0.3,2.9,1.2,67.8
WY,Washakie,12.4,6.2,27556,10.4,20.7,23.9,14.9,7,18,0.3,1.1,11.8,1.8,5,2,73.2
WY,Weston,17.4,3.5,29152,7.8,18.9,21.2,14.4,7,8.9,0.9,2.6,23.5,2.3,2.6,5.1,66.4
AL,Chilton,18.6,7.1,24611,17.8,15.8,24.2,17.7,10.3,19.9,1.9,0.7,32.3,2.7,4.9,0.9,60.4
AL,DeKalb,22.1,4.5,21004,25.9,16.3,24.6,15.5,9.4,19.3,3.5,1.1,23.9,2.9,5.3,1.3,55.2
AL,Marion,17.5,5.6,21391,20.3,20.8,21.1,25.9,7.9,8,0.5,1.2,22.3,2.2,4.7,1.7,59.1
AL,Tallapoosa,20.3,10.4,23655,19.5,20.4,21.1,19,10,31.1,0.2,3.3,18.1,3,9,1.5,62.1
AZ,Yavapai,14,6.7,28829,9.7,29.8,16.8,18.3,5.3,19.3,1.6,3.1,19.3,2.4,3.9,2.2,62.1
AR,Ashley,20.2,6.9,22052,17.7,19.4,23.3,23.1,8.3,31.9,1.4,2.1,21.9,1.5,8.6,0.9,74.1
AR,Carroll,15,4.7,24185,14.2,21.9,22,15.7,4.8,20,3.9,2,15.9,5.5,5.3,1,56.9
AR,Conway,18.2,5.9,23750,14.1,18.8,22.9,23.3,8.8,18.4,0.9,2.1,18.8,2.3,7,1,74.7
AR,Greene,16.3,7,22874,12.7,15.6,24.6,23,9.3,6.6,0.2,2.8,12.8,2.3,4.5,1.5,67.5
AR,Johnson,22.4,4.1,19681,20.6,16,24.3,20.3,8.9,20.2,3.3,2.7,14.7,3.8,4.9,3,66.5
AR,Ouachita,24.1,7.2,21520,14.4,19.1,22.6,19.2,11.6,44.7,0.2,1.2,13.4,2.9,9.7,1.6,73.8
CA,Lassen,13.8,6.1,21897,17.2,13.3,15.8,16.8,7.1,34.2,1.7,3.3,13,1.3,5.9,32.3,70.9
CA,Marin,7.6,3.8,69275,6.8,21,20.3,8.9,6.2,28.6,4,13.6,1.2,4.1,4.9,2.9,88.6
CA,Tuolumne,13.3,6.8,33685,9.6,24.8,16.7,19,5.2,19.6,0.8,2.3,9.3,3.1,4.7,6.4,86.2
CO,Baca,19.2,2.5,23862,15.2,25.9,20.7,21.1,6.3,14.7,2.6,1.5,11.4,1.5,6.1,2.7,62.1
CO,Cheyenne,11.5,7.5,25234,9.9,12,33.9,13.1,4.7,22.6,1.6,0.6,13.1,0.8,2.2,2,56.9
CO,Custer,15.3,6.5,26976,7,36.3,17.2,18.4,3,15,1.1,1,6,2.6,2.3,0.3,69
CO,Delta,17.6,8.5,24886,9.6,24.7,20.4,18.8,4.8,18.6,1.7,1.9,15.9,2.3,5,4.1,71.8
CO,Douglas,3.5,3,51017,2,10.9,27.2,6.6,6.4,17.2,0.7,10.9,0.4,1.1,2,0.2,92
CO,Jefferson,7.4,3.7,41930,5.6,15.6,20.3,9.9,6.3,21.7,1.5,14.9,1,1.4,4,1.5,91.3
CO,Kiowa,11.3,2.9,24012,4.1,19.7,28.8,14.5,9.1,13,0.5,1.9,13.6,0.3,4.9,2.1,67.3
CO,Larimer,12,5,35390,4.2,14.7,20.1,9.8,6.2,17.2,1.2,11.6,3.8,1.4,4.1,2.8,87.4
CO,Moffat,13.9,4.1,27845,9.1,13.9,25.9,11.5,12.6,18.9,2,8.9,19.5,2.8,5,1.2,66.2
CO,Routt,10.7,3,40727,3.2,13.9,18.6,5.1,5,10.5,1.6,20.9,5.9,2.7,3,1.6,87.5
CT,Tolland,6.9,5.2,39668,5.4,14.8,17.9,10.1,6.3,15,0.8,8.1,1.2,0.9,4.5,10.3,93
DE,New Castle,11.4,6.3,35847,8.5,14.7,21.8,11,8.8,41.9,2.1,14,2.1,1.3,6.9,3,85.6
FL,Flagler,11.9,5.5,27689,8,29.5,17.5,16,5.9,25.1,2.5,8.2,4.7,1.3,3.7,0.5,83.8
FL,Franklin,20.7,7.5,25037,19.7,21.4,16.4,21.8,5,23.1,1,1.7,21.4,2.8,5.4,14.1,83.7
FL,Lake,12.5,6.5,27052,10.7,26.3,19.6,16.4,7.6,29.4,1.8,5.8,19.1,2.1,5.3,1.1,93.6
FL,Polk,16.6,6.9,23812,15.2,20,22.4,15.4,9.6,40,4.5,5.2,21.3,3.7,5.6,1.9,79.4
FL,Seminole,11.4,5.6,33419,5.7,14.8,21.3,10.3,7.7,38.7,2.8,14.5,2.8,1.9,3.5,0.9,79.5
