STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
MS,Perry,18.7,6.8,21611,18.7,17.2,23.4,26.5,8.4,22.7,0,0.3,32.1,2.5,6,1,62.8
MS,Union,15.6,6.3,20088,22.2,16.3,25.3,19.4,9.2,21.6,1.2,1.7,22.2,3,5.5,1.1,72.1
MS,Walthall,27.7,6.2,20337,19.5,18.7,23.7,19.9,10.1,47.4,0.4,0.1,28,3.9,5.6,0.9,61.4
MO,Benton,19.1,8.2,23984,14.1,29.6,17.5,25.1,4.4,5,0.2,1.1,24.7,2.2,6.6,1.3,68.3
MO,Butler,21.8,9.3,21286,17.4,18.1,23.6,24.8,9.5,11.2,0.1,3.1,13.5,1.2,7.8,2.4,58.4
MO,Oregon,23.9,3,18103,18.2,23.6,22.2,24.3,7.4,5.8,0,0.2,16.3,2,4.5,1.2,46.3
MO,Schuyler,15.6,4,19316,14.4,19.3,26.6,16.4,7.4,2.9,0.1,1.6,12.7,1.7,5.1,1.2,52.5
MO,Scotland,15.8,5,23809,22.9,18.2,28.4,14.2,6.4,2.6,0.1,2.1,13.8,3.9,5.9,1.9,54.2
MO,Wright,24.9,8,19909,19.2,19.5,24.8,20.3,10.5,4.8,0.9,1.7,14.7,3.7,9.2,1.1,67.2
MT,Deer Lodge,19.2,3,25742,10.2,22.2,15.6,24.1,6.6,9.7,0,5.5,8.4,1.3,7.9,10.9,83.1
MT,Hill,19.4,6.3,23017,10.4,14.3,27.5,15.5,13.7,30.3,0.1,5.1,13.4,1.6,5.2,2.7,85.9
MT,Lincoln,18.5,10.4,24082,12.2,27,18.2,21.4,4.3,7.1,0.4,1.4,17.3,1,4.6,1.2,52
MT,Toole,15,0.9,26434,14.8,16.3,19.6,18.3,6.9,12.4,0.8,7.1,9.3,0.3,14.9,14.6,67.5
NE,Arthur,10.3,1,26514,5.7,25.4,26.6,11,1,5,0,0,7.2,0,0,0,40.4
NE,Pawnee,15.6,3.3,26609,11.8,27.4,20.7,13.4,4.3,4.6,0.4,1.1,6.5,1.7,10,1.5,63.3
NE,Sarpy,5.4,3,34928,4.8,11,27.8,9,8.5,18.6,1.1,14.3,0.8,2.1,2.8,0.7,89.9
NV,Humboldt,11.5,5.3,30516,16.4,12.3,27.5,11.3,10.1,35.1,3.8,2.5,39.1,4,3.4,1.3,72.1
NV,Lincoln,6.8,10.6,25304,14.4,23.7,16.6,21.1,3.5,13.8,0.5,1.7,20.2,0,3.5,10.6,55.5
NV,Washoe,12.2,5.6,33546,11.7,15.5,22.1,12.1,8.6,36.6,3.9,14.3,5.6,4.5,6.8,1.3,84.7
NJ,Bergen,7,4.5,48426,7.8,16.7,21.4,8.1,5.8,42.7,6.7,17.3,0.3,2.4,8.2,1.2,84.7
NM,Eddy,15.3,4.5,28957,15.5,14.2,26.5,13.4,11.3,52.4,3.4,3.8,16.4,4.5,4.9,1.1,55.5
NM,Grant,21.8,7.6,24913,12.9,25.6,20.9,19.1,10,54,1.2,2.1,30.9,2.8,6.8,2.7,75.1
NM,Harding,18.3,6.1,32424,12,38.3,15.3,23.2,2.8,38.3,0.2,0.2,22.5,0.9,8.1,0,35.1
NM,Otero,21.2,8,22477,16.5,16.7,23.5,16.8,7.7,50.7,5.9,1.8,28.2,2.2,6.1,5.4,64
NM,Quay,22.1,6.1,18637,17.2,24.2,22.2,22.5,9.7,50.1,1,0.4,25.2,0.2,6.4,0.8,47.9
NM,Santa Fe,12.8,4.5,37080,11.1,22,18.8,12.9,8.6,57.3,5.4,6.4,13.9,2.9,3.6,2,76.3
NY,Albany,12,4.8,36454,7.3,16.1,18.7,11.2,8.1,27.4,1.9,11.8,1.4,1,13.7,5.7,89.7
NY,Onondaga,14.6,6,32678,9.3,16.2,21.6,12.6,10.1,22.9,1.8,12.5,1,1.5,12.1,4.2,89.6
NC,Chowan,19.6,11,24084,16,23.4,21.1,15.7,10.1,40.2,0,2.2,21.9,1.4,10.2,1.9,71.3
NC,Cumberland,18.2,9,24301,9.3,11.2,24.8,17,11.8,56,1.5,11,9,1.9,6.5,4.6,87.1
NC,Graham,18.1,6.9,19323,19,23.3,20.5,20.4,3,13.2,0.6,1.2,26.7,0.5,7.3,1.4,72.7
NC,Mecklenburg,12.7,5.8,37298,9.9,10.6,24.1,8.4,9.9,52.7,4.8,21.6,1.4,2.2,5.9,1.4,84.1
NC,Northampton,21.9,7,20538,20.5,24.3,18,20.9,11.1,61.3,0.6,0.6,22.5,0.8,10.9,4.1,67.9
NC,Onslow,13.8,9.6,23783,8.8,8.7,24.4,17.5,10.5,33.6,0.7,7,14.5,1.7,4.7,10.3,90.5
ND,Williams,6.9,2.3,43824,7.9,9.2,27.3,9.6,7.6,19,0.8,35,8.8,3.5,5.5,1.8,69.7
OH,Athens,30.6,7.7,20745,10.4,12.1,14.9,16.6,7.5,10.5,0.5,10.2,16,2.3,8.2,14.7,83.4
OH,Cuyahoga,18.1,8.3,31804,10.7,17.3,21.1,15.1,10.4,40.8,1.9,18.1,0.6,1.2,13.2,2.3,84.4
OH,Hamilton,16.2,6.1,34125,9,14.7,23.1,12.4,10.6,34.5,1.2,16.9,0.8,1.6,11.8,2.3,86.6
OH,Meigs,22.4,8.3,23897,17.2,19,21.7,23.2,8.3,3.3,0,2.2,29.4,2.3,7.4,1,71.1
OH,Scioto,23.6,7.9,23042,15.2,17.3,21.9,22.3,9.9,6.6,0.2,5.1,13.7,1.9,9.9,4.7,69.8
OK,Atoka,20.2,6,20733,17.3,18.7,22.6,22.4,8.4,28.6,0.3,0.2,19.4,1.8,6.5,11.1,57
OK,Choctaw,29,8.9,21329,18.6,19.9,24.3,22,10.9,39,0.3,3.7,15,3.1,9,1.3,57.5
OK,Harper,10.5,2,24714,17.8,17.5,26.5,13.3,4.5,24.4,5.3,0.1,11.7,2,3.3,1.4,75.5
OK,Tillman,21.6,4.7,21673,22.5,19.3,24.1,17.9,8.6,40.2,5,1.4,4,3.9,5.2,4.9,73.4
OR,Coos,17.1,7.7,26610,11.2,25,18.6,23.4,7.6,14.6,0.4,4.5,16.1,2.8,8.4,1.7,76
OR,Gilliam,10.7,9.3,25649,9.7,25.4,20.7,21,6.7,12.1,1,2.7,15.1,1.3,6.1,1.2,59.7
OR,Josephine,18.6,8.2,24763,9.8,25.3,19.6,19.6,6.9,12.9,0.4,3.1,16.8,4.5,5.5,1.4,72.1
OR,Marion,15.2,6.1,26143,14.7,15,25.1,14.8,10.3,34.2,5.7,9.5,8.8,4.8,6.1,3,85.3
OR,Sherman,13.1,3.9,33821,8.6,25.7,16.4,22.1,6.1,8.2,0.3,1.6,22.6,0.1,4.3,0.7,74.2
OR,Umatilla,18.1,7.9,23464,17.8,14.9,25.6,16.3,11.5,33.6,6.1,5.4,15.3,6.2,6.5,6.1,78.4
PA,Allegheny,12.1,5.3,36907,5.7,18.1,18.9,13.3,7.1,21.2,0.8,13.1,0.7,0.9,13.2,2.9,78.2
SC,Beaufort,11.1,5.9,36306,7.1,25.7,19.3,13.4,6.9,32.4,2.3,14,8.9,1.6,4.6,3,83.1
SC,Sumter,20.3,10.6,22272,16.4,15.5,24.3,19.4,12,54.6,1,4,24.2,2.6,8.9,2.4,75.3
SC,Union,21.7,7.5,22372,18.6,19.4,21.5,20.3,12.1,35.2,0.2,1.3,23.1,1.9,9.9,1.8,69.5
SD,Faulk,12.8,0.4,29065,7.2,25.4,21.9,13.7,4.3,5,0,1.4,10.2,0,3,14.8,75.7
SD,Lincoln,3.7,2.2,39797,5.2,11.6,28.6,7.4,7.8,6.7,0.6,11.5,1.8,1.1,1.6,1,52.6
SD,McPherson,15.4,8.1,27240,16.5,29.3,20.1,17.2,3.1,4.8,0.1,1.9,4.8,0,3.2,9.6,12.5
TN,Campbell,19.7,8.6,23064,24.5,20.2,20.7,25.1,9.1,3.4,0.1,4.4,16.7,0.9,9.5,1.5,68.5
TN,Cumberland,15.2,6.8,24985,14,29.9,18,22.5,8,5.5,0.7,1.8,17.6,1.9,4.9,1.3,75.1
TN,Davidson,16.4,4.6,34343,11.4,11.7,21.3,11.6,9.5,43.8,5,23.5,1.5,2.9,6.7,3.1,84.2
TN,Fentress,21.8,7,19013,20.2,20.7,21.8,24,5.8,3.4,0.1,0.5,20.1,2.2,9.5,1,60.5
TN,Grainger,18.5,6.5,22151,21,19.5,20.8,23.8,5.9,5.4,1,1,32.9,2.5,4.6,0.6,78.7
TN,Haywood,19.6,7.2,22148,17.9,17.3,23,18.1,10.8,55.8,0.7,4.1,7.7,2.3,10.4,1.3,75.5
TN,Jackson,19.7,7.9,20276,21.5,21.5,18.4,23.5,6.3,4.5,0.1,1.3,29.7,1.6,5.3,1.9,54.7
TN,Unicoi,21.1,9.2,22700,15.4,23.2,18.2,23.6,9.7,6.6,1.1,2.2,18,1.4,5.5,3,77.5
TN,Union,21.6,8.6,21677,23.8,17.5,21.9,18.9,7.4,3.6,0.2,3,28.2,3.4,4.9,0.9,58.1
TN,Wayne,19.6,7.2,19350,20.3,18.8,18.9,20.7,7.6,9.9,0.1,1,25.5,2.8,5.9,12.2,68.5
UT,Juab,11.4,3.1,22498,7.8,11.5,34.8,10.8,9,7.8,1.3,1,4.5,5.7,2.8,1.5,77.5
UT,Salt Lake,9.8,3.8,31648,9.6,10.3,27.8,9.4,8,28.5,3.6,16.7,1.9,3.5,5.2,1.2,85.6
UT,Utah,11.2,3.8,24528,5.8,7.4,34.2,7.7,5.6,17.3,1.9,10.3,1.5,4.8,2.7,2.6,80.3
UT,Washington,12.4,4.4,26601,7.5,20.4,27.2,13,6.8,15.4,1.5,4.5,6.2,5,3.9,1.3,76.2
VA,Arlington,7.2,2.9,69051,5.9,10.1,17.6,5.9,4.2,38.2,3.6,53.4,0.1,3,12.6,1.4,75.3
VA,Bland,8.4,7.1,24275,8.5,21.8,16.3,18.5,6,3.7,0.1,2.8,27.3,1.8,3.9,11.4,60.3
VA,Fairfax,6.2,4.2,54725,7.9,12.6,23.7,7.1,6.3,48.8,6.7,22.6,0.6,3.4,4.3,0.8,81.3
VA,Loudoun,3.7,3.5,53408,6.5,8.6,28.8,5.7,6.3,43.1,3.8,12.3,0.5,1.7,2.4,0.5,82.6
VA,Lunenburg,17.9,4.4,18677,22.4,21,18.7,21.1,8,40.2,0.5,2.1,23.6,2.5,7.1,7.8,72.6
VA,Patrick,18.7,5.7,23016,20.6,25.4,17.7,18,7.1,10.3,0.8,1,27,2.4,4.6,1.9,56.4
VA,Russell,19.5,6.8,21754,20.7,20,19.2,24.6,5.5,3.2,0,0.5,26.8,0.4,6.1,1.8,66.8
VA,Fairfax City,8.7,4,47047,7,14.4,22.7,7.2,3.5,43.2,5.1,20,0,2.6,6.3,2.6,75.5
VA,Fredericksburg City,14.1,5.4,34722,10.3,10.6,20.9,12.1,10.6,40.2,3.8,30.1,0.1,2.6,7.8,9.2,71.8
VA,Hampton City,15.8,7.2,28384,8.8,14.5,21.3,15.1,11.4,61.4,0.9,12,1.2,2.2,8.8,3.4,81.3
VA,Salem City,9.1,5.2,31274,10.4,18.5,19.3,11.5,9.4,14.7,0.6,15,3,0.6,6.9,9.7,72.2
VA,Winchester City,15,3.8,29727,16.9,15.6,22.9,14.8,11,33.6,5.5,11.4,0.4,2.5,8.9,3.7,67.7
WA,Columbia,11.6,4.5,31206,8.1,27.3,19.6,23.5,5,14,1.9,0.7,8.1,0.7,8.5,2.2,59.8
WA,Ferry,18.8,7.7,23640,13.9,24.2,17.9,25.6,8.1,26.6,1,1.1,17.5,5,5.3,2.7,69.2
WA,Okanogan,20.6,6.4,23961,16.5,20.7,23,17.7,11.4,34.6,5.6,2.6,16.4,4.5,4.5,2.7,85
WA,Pacific,17.4,6.8,24474,12,29.3,17,26.6,6.9,17.8,3.1,5,18.4,1.4,6.5,1.2,73.2
WA,Pend Oreille,15.3,6,26739,10.2,25.2,19.7,19.3,8.4,11.4,0.3,2.5,19.7,4.6,4.9,1,58.2
WA,Skagit,12.8,5.8,31822,10.3,19.7,22.2,15,7.3,25.4,4.5,7.3,6.8,5.3,4.7,1.5,88.3
WV,Summers,22.9,9.9,20784,14.4,23.2,17.2,28.5,8.7,8.2,0.1,2.1,17.3,1.8,8.5,7.4,23.9
WV,Wayne,22.3,7.8,21240,20.2,19.8,21.2,24.6,6.7,2.6,0.1,2.5,22.4,0.8,10.7,0.4,53.4
WV,Wirt,18.9,5.8,21314,16,19,21.9,25.9,6.6,2.9,0,0.7,27,0,6.6,0,6.1
AL,Clarke,25.4,14.4,21111,18.8,19,22.1,17.1,7.9,47.1,0.1,1.8,26.5,1.8,10.2,1.5,73.7
AL,Cleburne,18.5,7.5,21989,22.6,18.8,23,22.6,5.5,7.4,0.7,0.4,30.3,0.9,4,1.1,54.1
AL,Franklin,20.2,6.1,19776,23.2,16.2,24.7,15.5,8.7,22.9,5.1,3.4,17.4,3.3,5.1,0.8,74.7
AL,Winston,16.2,7.6,21799,21.9,21.1,20.9,25.2,7.3,6.1,0.5,1.9,27.4,1.1,7.1,1.6,36.7
AK,Hoonah-Angoon,9.7,10.9,35355,8.5,19.5,15.5,15.5,7.8,56.8,0,0.5,5.5,3.4,30.2,7.3,80.6
AK,Prince of Wales-Hyder,15.2,12.1,27236,9.8,14.8,23.8,21.4,9.6,54.6,0,2.2,14.9,6,10.8,1.6,69.3
AK,Southeast Fairbanks,10.8,10.2,32409,9.8,12.9,27.1,17.1,5.9,25.7,3.5,2.7,5.5,9.2,5.3,4.7,60.2
AR,Fulton,23.9,6.6,19413,15.4,25.3,20.5,24.1,6.4,4.7,0.4,0.8,21.4,3.7,4.6,1.5,42.4
AR,Montgomery,18.9,5.7,22347,21.8,26.6,18.9,26.1,5.2,9.6,1,1,28.3,2.2,5.6,1.6,57
AR,Newton,14.2,2,18907,17.4,24.6,19.8,22.6,4.1,5.9,0,1.2,14,2,4,0.9,49.2
AR,Poinsett,21.8,5.9,19413,19.4,17.5,23.8,21.8,12,12.9,0.3,0.9,12.2,4.8,7,1.5,63
AR,Scott,22.1,10.3,17375,21.1,19.9,25.9,22.1,6.7,15.7,0.7,1.1,19.3,3.2,8.6,0.6,61
AR,Woodruff,25,8.9,21276,20,22.3,21.7,24.3,9.7,30.6,0,2.3,13.5,0.8,10.7,1.8,76.9
CA,Glenn,18.8,6.8,21736,24.7,15.4,26.8,16.8,9.2,48,10,4,10.4,3.9,4.8,1.1,81.9
CA,Riverside,14.7,8.6,27142,18.3,13.8,25.8,11.4,9.4,64.1,8.1,7.8,8.8,6.9,4.3,1.5,76.9
CA,San Benito,9.2,7.4,31475,20.1,12.1,26.3,9.4,11,65,9.3,3.3,4.6,8.3,2.4,0.5,74.8
CA,San Diego,12.5,6.4,36156,12.9,13.3,22,9.8,8.3,54.1,7,21.2,3.5,6.7,5.5,2.7,63.6
CA,Solano,10.4,7,33700,12,14.7,22.5,12.4,10.2,61.5,4.9,8.6,2.8,5.2,5.1,2.4,77.7
CO,Denver,13.8,4,41196,12.9,11.4,20.2,9.7,7.4,46.3,6,36.4,0.4,3.2,10,2.2,80.2
DC,District of Columbia,16.8,7.4,53321,9.4,11.9,17.8,11.8,8.4,63.8,2.5,46.2,0.1,3.6,35.4,5.8,82
FL,Jackson,20.6,8.8,18882,19.3,18.5,18.6,19.6,10.2,34.7,1.3,0.9,29.8,3.6,8.3,16.3,68
FL,Orange,16.1,6,28859,11.5,11.4,22.5,10.9,10.8,59.2,6.9,21.4,3.7,3.2,6,2.4,89.1
FL,Osceola,16.3,6.3,21331,13.2,12.8,24.8,14.4,11,67.1,9.8,14,7.8,3.4,5.3,0.6,92.3
FL,Washington,22.4,8.7,18112,18.8,17.4,19.8,19.6,10.1,22.5,0.8,0.9,38.4,2.5,5.5,11.3,61.9
GA,Appling,23.3,5.9,20421,25.5,16.5,25,19.1,11.7,30.6,2.6,0.4,37.2,3,8.8,2.9,17.1
GA,Baldwin,26.2,9.4,20305,15.6,15,19.2,15.8,8.6,47.4,0.7,5,20,1.5,8,9.5,13.2
GA,Brantley,24.1,5.8,18904,20,15.4,24.1,21.6,8.5,7.5,0.3,0.2,54.8,2.9,3.7,0.4,21.3
GA,Burke,24.8,5,21334,20.8,14.6,26.1,14.4,11.7,52.9,0.7,0.4,35.8,3.2,8.8,0.9,67.2
GA,Chattooga,19.9,8.2,18209,26.9,16.9,22.6,18,7.5,17.1,1.5,2.5,22.2,6.5,5.8,7,14.5
GA,Clarke,31.3,6.4,22589,12.9,10.3,17.4,11.1,8.6,44.7,2.9,17.7,4.8,2.2,9.5,8.7,57.7
GA,Decatur,25.2,5.4,20397,18.4,15.7,24.6,17.1,15.2,49.5,0.4,1.6,22.2,6.7,9,4.5,69.8
GA,DeKalb,16.6,7.4,34100,11,11.5,23.4,10.3,10.8,70.9,5,22.8,0.5,2.4,8.7,1.8,48
GA,Dodge,23.6,7.2,18921,16.8,16.9,20,18.9,10.9,34.7,0.7,1.8,33.1,2,8.8,9.9,7.7
GA,Douglas,13.1,6.9,26621,12,11,26.4,11.7,13.1,58.1,1.7,9.5,3.9,2,4.2,0.9,50.4
GA,Echols,26.8,5.1,22883,28.5,16.2,21.6,14.9,7.1,32.7,3.1,2.2,51.2,3.1,2.6,0,19.7
GA,Glascock,18.3,3.3,21076,22.6,17,23.4,13.7,8.1,12.7,0.5,0.5,42.4,5.2,6.2,2.8,20.2
GA,Henry,10.4,6.7,28274,9.6,11,26.4,10.4,12.9,54.9,1.3,7.7,3.4,1.1,2.2,0.5,37.7
GA,Irwin,26.5,9.2,18406,18.4,18.6,21.7,20.5,9.2,32.7,0.7,0.5,26.5,0.7,8,1.8,19.6
GA,Laurens,26.7,4.8,20655,14.9,16.8,24.7,13.4,12.3,42.3,0.2,0.9,27.2,2.4,7.8,2.2,31.6
GA,McDuffie,24.9,8.3,21384,17.8,16.7,25.5,13.9,15.4,46.2,0.7,4.8,20.3,2.2,10.7,1.4,24.1
GA,Marion,21,10.3,22478,23.1,20.3,19.4,14.6,8.3,40.7,3.7,2.2,37.9,2,6.5,1,15.5
GA,Peach,21.5,9.2,22767,16,15.1,21.5,17.6,12.6,54.1,1.9,3.9,15.7,1.8,10.4,7.5,14.3
GA,Toombs,23.7,10.3,23416,19.1,16.2,26.7,16.6,12.1,39.7,2.3,2.9,21.2,4.3,8.7,1.6,24.7
GA,Turner,35.3,6.1,18787,17.6,18,24.3,17.8,19.1,45.8,0.8,2.3,19.5,4.4,7.6,4.6,27.1
GA,Wilcox,22,7,14829,17.7,16.4,19.1,15.7,8,41.6,1.7,0.9,28.5,2.2,4.9,23.8,16.2
IL,Alexander,30.2,7,19065,19.1,20.3,24.2,21.5,13.6,37.8,0.1,10,10.7,1.9,8.9,2,47.7
IL,Pope,13.2,15.6,22343,14,29.2,14.3,25.3,2.7,9,0,0.1,18.8,0.9,5.1,5.7,45.5
IN,Adams,16.8,3.6,22514,15.9,14.9,31.3,11.8,7.7,6.5,1,5.7,3.3,5,10.7,1.6,74
IN,Daviess,12.7,4.1,22548,26.8,15,29.3,14.2,7.8,8,1.4,4.6,6.8,3.4,16.2,1.7,68.3
IN,Monroe,24.3,6.4,27461,7.8,12.2,15.8,11.2,7.4,16.2,1.1,17.4,5.9,1.6,7.7,10.3,85.6
IA,Buena Vista,13,5.3,26607,22.2,14.4,25.4,9.7,10.5,39.7,10.8,6.8,3.1,7,3.9,5,84.3
IA,Davis,12.3,2.8,26503,16.8,17.5,29.3,11.7,6.4,3.1,0.7,1.3,5.7,8.1,13.2,1.2,74.8
KS,Grant,8.8,5.3,25788,26.5,11.9,31.7,9.5,5.1,48.3,6.8,0,24,2.6,1.9,0.9,73.4
KS,Hamilton,11.2,2.1,20723,22.4,12.4,30.7,13.1,4.2,38.7,10.6,0.7,11.7,0.6,2.6,0,55.4
KY,Bath,21,7.1,21175,22.9,16.1,25.4,24.1,9.5,4.8,0,2.1,36.2,1.1,8.6,0.7,86.9
KY,Christian,20.2,8.3,21770,14,11.7,27.2,16.5,11.7,34.1,0.8,5,7.9,2.2,9.3,9.2,69.3
KY,Hart,21.4,6.9,20421,24.4,16.3,24.8,22.1,7.2,8.5,0.2,1.9,19.9,1.6,12.7,1.4,64.7
KY,Lyon,15.4,2.7,26621,12.1,24.7,14.7,22.3,3.1,9.2,0.2,0.5,20.2,2.4,1.9,15.6,75
KY,Menifee,22.9,6.3,19825,23.7,19.8,21.3,22.4,6.7,0.6,0,0.1,22.3,2,7.7,1.3,64.5
KY,Metcalfe,23.7,5.4,19436,23.1,17.9,23.3,23.9,9.3,5,0.3,2,19.9,2.3,3.4,1.3,62.6
KY,Monroe,24.3,6.2,23025,25.5,18.4,22.1,23.1,6.3,6.6,0.4,1.7,19.9,1.7,9.4,1.4,73.6
KY,Todd,18,7.1,23188,22.2,15.6,26.8,13.4,8.7,14.2,1.6,0.9,18.8,3.5,10.2,1.5,69.7
KY,Whitley,26,8.3,19145,20.3,15.8,24.6,21.1,8,4,0.2,1.7,28,2.2,7,5.2,81.9
MD,Prince George's,8.9,6.7,35869,13.5,12.3,22.5,9.4,11.3,87,6.2,22.7,0.4,3.9,8.7,2.1,85.8
MA,Essex,10.7,5.4,40697,10.7,16.3,21.7,11.9,9.4,29,6.3,14.5,0.7,2.4,10.8,2.3,85.1
MI,Gogebic,18.1,5.6,24325,6.7,24.6,15.5,15.2,7.2,10.4,0.2,4.4,3.7,0.6,10.2,9.6,90.6
MI,Mackinac,15.9,9.8,28941,9.8,26.6,16.2,17.8,7.1,26.6,0.6,5.9,5.8,1.8,15,2.7,86.8
MI,Montmorency,16.6,11.6,23930,13.2,30.7,15,24.2,5.1,4,0.1,0.7,12.1,1.5,4.5,1.8,81.1
MS,Forrest,25,10.1,22042,13,13,23.2,21.2,13,43,0.5,10.6,10.3,2.5,7.6,5.2,67.5
MS,Harrison,20.1,9.6,24445,12.9,14,24.2,15.7,12.5,35.8,1.5,12.6,8,2.9,6.4,2.4,79.8
MS,Hinds,22.2,9.5,23114,13,13.1,24.7,12.2,14.7,75.1,0.7,7.7,4.1,2.9,7.8,3.8,85.8
MS,Jasper,23.2,6,21929,16.9,19.2,22.9,18.3,12.4,55.2,0,0.2,31.9,2.4,6.1,0.4,71.8
MS,Newton,26.1,6.9,21600,15.3,15.9,25.4,19.9,13.3,38.9,0.4,1.2,23.1,4.6,5.6,3.4,93.4
MS,Oktibbeha,30,9.9,22136,9.5,10.7,17.5,11.7,8.2,43.3,0.5,10.3,9,1.9,6.1,10.7,85.4
MS,Simpson,24.9,8.2,20495,22,16.6,24.4,18.2,9.7,38.5,0.1,0.5,27.9,4.1,7.4,2.4,72.8
MS,Tishomingo,17.8,9.6,20037,20.9,20,22,22.3,5.8,6.8,0.1,2.3,17.5,2.2,5.8,1.3,68.6
MO,Hickory,17.4,6.5,20646,15.1,33.5,16.8,24.6,4,4.9,1.1,0,34.3,1.4,4,0.9,58.5
MO,New Madrid,23.1,8.7,20638,22,18.2,23.4,23.4,13.8,20,0.3,0.7,11.8,2.5,9.5,1.9,55.5
MO,Ozark,26.3,7.1,18818,17.1,26.9,19.7,21.2,5.5,4.5,0,0.8,19.1,2.4,5.9,1.3,43.6
MO,Ripley,26.9,6.8,17502,20,19.8,22.9,31.3,7.9,5,0.2,0.5,23.8,1.9,7.7,0.4,53.5
MO,Shannon,28.5,6.3,18066,19.2,20.7,21.8,25.2,8.1,6,0,0,23,2.9,3.9,1.4,47.6
MT,Liberty,14.3,0.5,45587,25,24.9,21.7,17.2,5.4,2.7,1.5,8,14.1,1,11.7,1,60.9
NE,Hall,13,4.5,27421,15.3,14.4,27.3,12.4,13.5,32.8,6.2,8,5,3.9,4.9,1.6,66.4
NE,Hooker,17,0.4,25791,6.5,32.7,16.1,25.6,5,3.9,0,0.2,13.6,0.9,0.3,9.6,69.7
NV,Clark,14.1,7.2,29256,14.3,14.1,23.6,12.2,10.5,56.5,7.1,16.2,2.9,4.2,8.4,1.1,74
NJ,Camden,12.6,7.1,34280,11.6,15,23,13.4,11,42.8,4.5,14.7,0.8,2,11.4,1.4,79.6
NJ,Mercer,11.4,6.8,42155,12,14.5,21.5,10.4,8.6,49.6,6.7,16.2,0.3,2.1,11.1,4.6,77.3
NJ,Middlesex,8.5,5.6,38140,10.2,14.3,21.9,9.1,7.3,56.2,6.9,17.1,0.7,4.2,7.6,3.7,80.6
NM,Colfax,23.8,9.3,22293,10.8,25.5,18.7,22.5,9.9,53.2,1.2,5.5,18.9,3,6.4,4.5,46.2
NM,Curry,20.6,6.8,23729,17,12,26.7,15.8,12.6,51.8,5.3,3,9.9,3.3,4.8,2.1,39.8
NM,De Baca,16.8,3.6,19215,13.7,20.9,26.6,22.9,5.8,48,0.9,0,15.6,1,9.1,1.5,56.3
NY,Richmond,12.8,4.9,34987,11.5,15.5,22,10,7.8,38.3,4.8,11.4,0.3,4.3,16.6,1.4,82.3
NY,Tompkins,19.6,4.6,31464,5.8,13.2,14.9,9.1,7.2,22.6,0.9,13.4,7.8,1.5,14.8,13.3,91.7
NC,Bertie,23,11.7,20430,21.3,21,17.9,21.3,8.5,65.7,0.4,0.3,36.7,2.5,8.8,7.1,63.2
NC,Bladen,26,7.1,20803,19.9,20,21.1,20.5,11.1,45.3,1.6,0.9,37.1,2.4,10.4,1.4,57.4
NC,Durham,16,5.2,34063,11.6,12.1,21.4,10,10.6,57.8,5.9,19.3,1.4,2.8,8,4.7,86.3
NC,Hyde,22.3,10.4,18433,18.4,16.4,21.6,14.1,10.7,41.1,2.4,0.6,16.8,4.2,1.1,12.1,82.9
NC,Jones,26.2,8.9,21539,18.4,21.2,19,25,7.3,37.7,1.1,1,32.8,2.6,7.2,1.3,72
NC,Richmond,24.1,9.6,20745,19.7,17,23.1,18.3,13.1,42.7,2.2,1.2,26.1,2.6,9.3,3.2,76.2
NC,Watauga,27.2,7.4,24906,10.5,15.2,13.1,11.1,4.5,8.1,0.6,11.6,8.8,1.6,5.7,10.8,74.2
ND,McKenzie,13.5,3.7,36798,8.2,9,30.5,9,8.7,22.2,1.8,20.9,13.9,7.7,2.1,1.7,48.6
ND,Mountrail,10.1,4.1,37602,9,11.1,26.4,10.5,8.6,38.1,0.9,5.1,27,4.9,4.7,1.1,67.4
OH,Lucas,19.1,7.5,28361,10.8,15.4,23.1,15.3,12.6,31.1,0.9,12.5,2.2,1.2,10.3,2.2,85.3
OK,Sequoyah,23.1,8.2,20020,19.2,18,23.3,23.1,10.7,36.9,0.7,1.5,22.1,4.9,6,0.9,62.5
OR,Multnomah,15.1,5.6,36868,8.7,12.6,19.3,12.8,7.5,30,4.7,23.8,1.8,3.6,12.7,2.3,94.3
PA,Forest,14.5,6.3,15360,17.6,22.1,10.2,28.5,1.6,38.5,1.3,0.9,19.2,0.9,5.5,55.7,79.2
RI,Providence,16.2,6.8,30356,15.2,14.7,20.8,13.8,11.4,38.5,6.7,14.2,0.4,2.3,12.4,4.1,89.7
SC,Darlington,22.3,11.6,21587,17.9,17.7,22.7,18.8,9.9,45.1,0.6,1.9,29.5,1.9,10.4,1.9,76.8
SC,Richland,16.3,6.8,29010,8.9,11.9,21.6,13.2,11.9,57.2,1.2,13.8,5.5,1.6,7,7.5,85.7
SD,Clay,25.3,5.8,26230,4.1,11.5,17.2,10.5,7.1,12.3,0.5,11.3,12.8,0.1,3.7,16.1,99.9
SD,Lyman,22,6.7,22097,9.9,15.3,28.8,10.4,11.9,43.9,0.1,2.5,11.5,5.5,6.2,1.6,83.8
