STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
MO,Laclede,15,6.9,21577,16.4,17.3,24.5,18.1,7.6,6.6,0.1,2.6,19.8,3.3,5.7,1.1,67.2
MO,Lafayette,13,4.4,28056,9.4,18.2,23.2,14.8,9.8,7.9,0.3,3.4,9.5,2,6.7,2,72.6
MO,Lincoln,12.6,4.2,25472,11.7,12.7,25.7,14.4,10.2,6.9,0.2,1.8,18.2,2,3.6,1.4,72.4
MO,Maries,16.2,6.9,23729,13.6,20.7,20.5,19,7.7,4.3,0.4,0.6,16.1,2.1,8.6,1.1,56.9
MO,Marion,18.5,5.2,23589,11.6,17.2,24,14,10.2,9.9,0.1,4.4,4.9,1.4,7,5.5,78.5
MO,Miller,17.9,5.9,23408,13.4,18.2,23.7,15.9,8.3,5,0,7.3,15,2.1,3.9,1.4,54.9
MO,Monroe,14.1,3.9,24625,10.5,22,22.3,18.1,8.3,6.9,0.3,1.3,17.4,1.1,6.4,1.6,73
MO,Morgan,23,3.8,21265,20.7,23.4,22.6,17.5,7,5.7,0.3,1.9,18.2,1.1,8.7,1.9,70.7
MO,Newton,13.9,4,26996,13.3,17.5,24.2,14.6,7,13.7,1.1,2.3,15.2,2.2,4.7,1.8,40.1
MO,Osage,7.2,2.4,26037,10.1,16.7,23.2,12.9,4.5,2.7,0.1,1.3,6.5,1.7,4.3,2.1,66.8
MO,Pettis,17.2,5.9,22897,14.9,16.2,24.9,17,10.4,15,2.4,4.4,5.1,2.1,7.9,2.2,67.9
MO,Phelps,22.3,6.1,24304,12.2,15.4,21,16.4,8.8,11.2,0.7,4.8,10.2,1.8,6.9,6.9,67.3
MO,Polk,14.5,4.9,22575,12.5,17.7,23,16.2,9.9,6.2,0.2,3.4,12.6,2.9,5.5,4.8,69.4
MO,Ralls,12.5,4.5,26536,11.4,20.4,21.3,14.3,6.7,4.4,0.2,0.5,13.1,1.3,3.6,0.9,49.5
MO,St. Charles,5.6,3.3,37229,5.3,14.2,23.8,10,7.3,12.6,0.5,7.9,2.8,0.8,2.8,1.9,86.2
MO,Ste. Genevieve,14.6,4.3,28578,11.3,18.5,21.7,15.8,9.6,4.4,0.2,1.5,12.6,1.1,3.7,1.4,73.9
MO,St. Louis,9.7,5.2,39784,6.7,17.3,22.2,12,8.8,33.5,1.3,10.5,0.3,1,6.8,1.9,83.2
MO,Shelby,15,3.4,23501,9.9,20.4,24.1,15.6,8.4,4.5,0.4,0.9,11.3,2,4.6,4.5,81.8
MO,Vernon,13.6,3.7,24388,11.5,18.4,23.8,17.9,8,6,0.2,1.5,11.4,1.8,7.8,3.3,57.2
MO,Warren,13.3,5.7,27523,12.1,17.3,24,15.6,8.6,8.1,0.4,1.8,13.8,4.4,3.6,1,71.1
MO,Worth,15.2,3.9,24159,12.9,24.1,20.9,16.2,6.3,3.4,0,2.8,9.8,1.2,2.9,2.3,66.7
MT,Beaverhead,15.9,3.8,28941,4.6,21.2,18.4,15.4,2.8,9.1,1,2.3,14.7,1.3,5.1,5.5,86.1
MT,Broadwater,6.9,6.1,32362,5.6,23.1,19.7,18.1,3.6,6,0.2,1.4,14.7,0.1,1.7,0.7,59.2
MT,Carbon,10.1,3.7,32553,5.9,24.2,18.2,15.9,6.2,5.6,0.8,0.7,11.9,0.9,2.6,1,67.7
MT,Cascade,12.8,4.1,29212,8.3,17.9,22.5,14.9,8.4,14.5,0.2,9.9,9.8,1.9,7.2,3.2,78.5
MT,Dawson,9.6,1.5,32501,5.9,17.9,21.4,12.9,4.9,7.7,0,3.3,15.7,2,2,4.8,69
MT,Fallon,9.7,2.2,34329,4.8,17.6,23.7,12.6,3.8,6.4,0,0.9,20.2,0.5,2.5,2.8,70
MT,Flathead,11.7,3.7,30068,6.1,18.2,22.3,11.5,5.4,7.1,0.2,4.6,11.4,2.2,3.5,1.2,64.5
MT,Garfield,5.3,0,27291,4.6,19.8,21,10.5,4.9,0.2,0,0,16.2,3.4,1.1,0.1,40.6
MT,Jefferson,8.8,4.8,32133,5.2,20.1,20.9,13,6.7,7.2,0,0.8,10.1,1.7,2.2,2.4,76.7
MT,Meagher,15,1.7,23972,5.4,22.8,20,15,1.9,5.6,0.3,0,11.7,0,3.2,1.3,61
MT,Park,12.5,2.8,32133,4.6,21,18.6,11.1,5.5,6.5,0.5,3.1,9.5,1.2,5.4,1.6,70.1
MT,Petroleum,8.4,3,32565,1.2,19.4,19.9,13.4,3.7,1.9,0,0,19.3,1.6,0.5,0,61.6
MT,Phillips,14.9,6.9,23533,10.6,21.5,23.5,16.6,1.6,15.7,0,0.9,16.9,2.3,3.9,1.8,70.1
MT,Pondera,20,6.9,24392,7.4,19.8,25.2,17.1,9.1,18.6,0.8,5.6,14.2,2.1,6.5,3.8,78.9
MT,Powder River,10.4,1.3,30969,5.2,24.3,15.5,16.6,5.7,6.9,0,0,26.6,0,1.2,3,37.3
MT,Ravalli,14.3,5.9,27766,9,24.3,19.7,19.8,5,6.9,0,2.5,10,1.7,3.5,0.8,72.8
MT,Richland,5.4,2.4,31849,7.7,14.2,24.2,12.9,7.8,10.9,1.6,4.5,16.5,3.1,4.9,0.6,74.9
MT,Stillwater,6.4,3.9,32061,5.1,21.1,21.8,13.2,3.6,7.2,0.3,1.7,12.1,1.1,3.3,1.4,73.4
MT,Teton,13.3,1.8,27402,7.8,22.6,23.7,15.5,4.2,6.3,0,3.9,9.7,3.6,4.9,3.1,66.2
MT,Valley,9.1,5.6,28899,6.2,21.7,21.9,15,4.2,15.5,0.1,3.2,4.4,0.6,4,2.1,68.6
MT,Wheatland,17.2,3.4,21442,20.2,20.5,24.3,12.1,7.8,6.3,1.3,0,11.4,3.8,5,1.8,61.9
MT,Yellowstone,9.9,3.4,33007,6.3,16.1,23.6,12.4,8.4,13.4,0.3,7.8,10.9,2.3,5.7,2.2,83.3
NE,Adams,13,3.3,28783,10,17.2,23.9,14.2,7,13.7,2,4.2,3.9,1.5,5.5,5.4,64.1
NE,Antelope,12.6,2,26406,7.6,22.8,23.7,15.2,5.4,4.7,0.9,1.2,3.2,1,3.9,1.1,60.1
NE,Banner,9.7,1.2,34670,2.9,19.3,22.1,14.4,5.7,8,0.5,0,5.5,0,2.5,0,35.2
NE,Boone,6.1,1.7,30680,5.8,22,23.4,11.9,4.5,3.5,0.3,2.8,2.2,1.1,4,2,77.6
NE,Buffalo,14.1,3,30184,7,13.5,23.4,11.1,7.3,12.9,1.7,9,7.3,1.7,4.7,4.6,50.6
NE,Burt,11.7,2.9,28499,9.6,23.8,22.4,16,7.6,6.8,0.4,2,6,2.4,4.7,1.8,81.4
NE,Butler,7.5,3.1,28776,7.9,20.2,23.6,11.5,7.5,5.2,1.2,1.2,6,1.6,2.5,2.2,78.5
NE,Cass,6.4,3,33178,5.1,16.5,24.4,9.4,6.8,6.1,0.2,3,4.2,1.2,3.3,1.2,84.3
NE,Cherry,10.5,1.6,27605,8.7,21.1,21.6,13.7,5.9,11.7,2,4.2,9.6,0.8,5.1,2.1,62.3
NE,Cheyenne,10,2.8,32321,6.7,17.9,24,14.3,6.9,10.2,0.1,5.5,4.4,2.7,4.1,1.1,75.2
NE,Custer,11.2,2.9,33294,7.1,21.6,23.5,13.1,9.7,5.2,0.9,2,3.3,2.2,4.8,1.2,67.5
NE,Dixon,12.5,3.3,26757,11.4,19.6,25.2,13.8,7.7,15.2,3,2.3,6.9,2.4,3.4,1.4,58.8
NE,Dodge,13.7,4.6,27494,10.7,18.7,23.9,13.2,9.4,15.7,4,6.3,4.6,2.6,4.9,2.7,71.8
NE,Fillmore,10,2.1,32631,8.1,23.3,20.1,15.8,5.3,6.2,0.5,2.4,1.1,0.6,2.4,4.1,83.1
NE,Furnas,10.9,2.1,27031,11.4,23.9,22.2,17.8,5.5,6.2,0.2,4.3,1.7,1.1,5,1.8,67.4
NE,Grant,19.9,4.3,22640,3.2,22.1,22.3,11.7,2.4,3.3,0,0,19.5,0,1.7,6.1,24.6
NE,Hayes,12.4,1,26369,11.8,18.1,21.7,15.7,2.9,7.3,1.8,0,5.6,0,1.7,0,31.4
NE,Howard,10.5,3.3,26651,7.2,21.1,24.1,13.2,6.6,4.5,0.5,3.2,6.5,0.8,3.1,0,70.6
NE,Kearney,10.6,2.8,30355,3.9,19.1,24.8,11.6,5.1,7.6,0.5,3.6,4.8,1.7,5.1,1.1,67.9
NE,Keya Paha,6.1,0,31406,4.7,23.2,22.5,10.5,1.8,1.5,0,0.4,12,0,0.6,0,40.7
NE,Knox,10.9,3.2,27372,8.8,24.1,24,13.6,5,14,0.7,2,5.2,2.9,5.8,2.5,63.3
NE,Lincoln,12.2,2.7,30073,6.8,18.3,24.1,14.6,8.6,11.9,0.4,9.1,8.3,1.9,6.9,2.3,50.2
NE,Merrick,10.6,2.7,29038,6,19.8,22.1,15.8,5.2,7.2,0.3,4.4,6.6,1.7,6.6,2.6,71.2
NE,Morrill,8.7,5.6,26461,13.4,20.2,24.1,14.4,8.6,18.2,2.2,1.2,8.1,0.9,3.4,3.4,57.8
NE,Nance,11.3,3.3,29711,8.5,20.1,22.8,15.8,7.4,3.5,0.2,1.2,3.4,0,3.2,4.2,44.2
NE,Nemaha,12.4,4.5,27945,7,19.4,21,14.2,7.9,6,0.3,4.4,3.4,0.6,3.6,7.7,75.5
NE,Perkins,5.5,1.1,33749,10.7,22.7,24.6,13.2,1.5,4.8,0.5,4.8,2.4,0.2,3.9,1.2,66.5
NE,Pierce,7.3,2.3,29509,5.2,18.5,24.9,11.2,6,3.5,0.5,1.8,5.8,0.4,2.7,1.8,63.9
NE,Polk,7.8,5.3,30403,8,21.1,23.1,12.6,5.8,6.9,1,1.8,7.9,2.1,4.6,1.7,62.7
NE,Red Willow,9.7,3.2,25456,7.9,19.6,22.9,14.5,6.6,8,0.3,9.6,5.6,0.3,5.7,3.9,58.1
NE,Richardson,13.2,3.4,28965,6.8,23.8,21.1,16.1,8.4,7.6,0.1,1.4,2.6,1,3.1,1.9,74
NE,Washington,8.1,2.4,34178,4.3,17.2,24.4,14.4,5.2,5.4,0.4,5.4,3.6,0.3,4.5,1.5,81.2
NE,York,10.1,2.9,31577,6.3,19.3,23.1,14,5.4,9.2,1,9.5,3.1,0.4,4.8,7.3,77.7
NH,Belknap,8.7,4.7,35382,7.4,20.8,19,15.8,6.2,4.9,0.2,3.8,8.7,1.2,5,1.5,83
NH,Coos,12.8,5.6,26535,11.4,22.5,16.6,20.8,8.1,7.9,0.6,2.9,11.8,1.2,7.4,7.4,78.5
NH,Rockingham,4.7,3.7,45242,5.2,16.6,20,10.6,6.8,7.2,0.5,9.9,5,1.3,3.1,0.8,84.4
NH,Strafford,10,4.1,34161,7.5,14.2,19,12.5,7,9.1,0.6,9.4,9.6,1.4,6.4,7,87.6
NH,Sullivan,10.8,3.7,31668,8.9,20,19.2,13.8,9.1,4.8,0.2,4.7,8.5,0.8,6.1,1.8,82.5
NJ,Burlington,6.5,6.3,41517,6.4,16.3,21.3,11.7,7.5,32.1,1.8,8.7,1.3,1.5,4.6,2.7,87.6
NJ,Gloucester,7.4,6.3,37888,7.1,14.9,22.4,12.9,7,21.2,1.2,7.5,2.3,1,5.9,1.5,75.3
NJ,Ocean,10.7,5.9,34784,8.2,22.3,23.7,13.2,5.8,15.2,1.7,5.6,2.3,2.4,6.7,1.1,76.3
NJ,Salem,13,7.3,32526,12.3,17.7,21.8,15.1,9.3,25.3,2.6,7.1,4.5,1.5,7.7,2.4,70.5
NJ,Sussex,5.1,5.7,42639,5.2,16.1,20.5,10.8,4.9,13.2,0.9,4.2,1.6,0.7,3.5,1.4,78.5
NJ,Warren,7.8,6.3,38132,8.8,17.2,20.4,12.7,6.7,17.6,2.6,7.9,1.1,1.3,6.4,1.9,91.5
NY,Chenango,14.3,5.7,26717,11.8,19.7,21,19.2,9,5.2,0.5,2.7,20.8,2.4,8,1.4,81.4
NY,Columbia,11.9,4.9,35581,9.6,22.3,18,15.8,7.7,13.4,1.4,3.7,7.9,1.4,7.2,4.1,84.6
NY,Cortland,15.5,4.5,26979,9.3,15.7,19.6,13.1,8.9,7.4,0.4,5.6,7.3,1.4,8.3,7.4,83.3
NY,Dutchess,9.1,5.9,38048,9.5,16.6,19.4,13.1,6.8,28.1,2.1,8,3.2,3.4,8.2,6.3,84.6
NY,Fulton,15.5,6.1,26875,12.6,18.6,20.4,15.9,11.2,7,0.5,2.7,10.4,0.9,9.3,2.2,73.4
NY,Jefferson,14.2,6.5,25884,8.9,12.8,24.3,14.2,10.1,18.2,0.6,5.9,12.4,1.7,8.9,5.6,90.5
NY,Madison,9.9,4.7,28925,8.8,17,19.5,12.7,7.3,6.7,0.3,3.5,9.6,1.1,5.6,7.2,77.5
NY,Niagara,13.4,5.3,29824,8.8,18.1,20.2,13.9,9.1,14.3,0.7,6.2,3.4,1.1,9.5,1.9,84.3
NY,Oswego,17.9,7.9,27217,12.2,15.3,21.4,15.3,11.5,5.8,0.3,3.8,15.2,2.4,8.4,4.1,83
NY,Putnam,5.3,5.3,45905,7,16.2,20.5,10.2,4.6,20.5,2.7,3.6,0.9,1.2,4.8,2.6,82.3
NY,Schoharie,13.2,5.8,28712,10.4,20.3,18,16.1,9.4,6.6,0.4,3.5,12.6,1,6.4,4.6,73.4
NY,Steuben,14,6.5,28600,10,18.5,21.9,15.5,9.2,6.3,0.6,3.6,15.4,1,9,1.8,78.7
NY,Tioga,10.5,6.3,31330,9.2,19.2,21.4,14.6,7.9,4.9,0.3,3.1,15.2,1.3,5.3,1.1,78.4
NY,Ulster,13.9,6.2,33879,9.5,18.6,18.1,13.8,7.9,20.5,1.6,5.6,6.4,1.8,7.5,6.5,83.5
NY,Warren,10.5,4.4,33605,8.3,20.9,18.5,14.9,7.4,6,0.5,4.8,4.9,1.2,9.3,1.3,90.4
NY,Wayne,11.3,5.9,29028,10.6,17.7,21.7,14.8,8.7,9.9,0.6,3.6,8.3,1.3,6.8,1.9,82.6
NC,Alamance,16.8,5.7,26215,14.5,16.4,22.5,14.3,10.6,35.4,3.3,7.3,12,2.5,5.3,2.9,82.4
NC,Burke,18.1,8.9,23466,19.1,19.2,19.4,20.4,8.5,18.3,1.6,1.5,25.9,3.4,5.1,3.2,68.3
NC,Cabarrus,10.9,6,31050,10,12.8,26,10.6,9.9,33.2,2.2,5.6,6.3,3.9,4.3,0.8,80.5
NC,Caldwell,16.6,6.6,22945,20.3,18.9,20.6,18.3,7.9,12.4,1.5,2.2,19,2.1,4.8,1.2,72.9
NC,Carteret,11.6,6.6,32005,8.9,23.6,18,19.6,7.3,13.6,0.8,9.6,18.1,1.2,4.8,1.6,61.5
NC,Catawba,13.2,7,26950,14.8,17.1,22.6,14.2,8.2,24.2,2.8,5,14.1,2.9,4.9,1.6,84.1
NC,Chatham,11.9,5.1,39299,11.8,23.4,20.6,15.3,6.9,28.5,3.5,3,16.5,1.7,4.5,1.1,73.9
NC,Craven,15.3,8,28007,11.8,18,22.1,16.8,8.9,34.1,2.3,4.9,13.6,2.3,6.7,4.9,89.3
NC,Currituck,10,4.8,30017,10.8,15.5,22.3,14.6,8.4,12.8,0.3,0.5,14.3,1.9,2.7,0.5,89.3
NC,Dare,8.2,5.2,33550,6.7,20.1,19.3,13.4,6.2,12.4,2.1,4.6,5.6,2.8,3.1,0.5,99.9
NC,Davie,13.7,5.5,29613,13.3,19.8,21.5,15.6,7.1,15.3,2.3,3.3,18.6,2.7,2.9,0.9,78.2
NC,Franklin,14.4,5.5,26273,15.9,16.1,22.5,15.7,8.2,36.5,1.9,1.3,25.6,2.2,5.2,2.4,71.4
NC,Granville,13.9,6.1,26228,15.8,16.2,20.8,16,11.3,41.8,1.5,1.6,20.9,1.2,5,6.3,73.7
NC,Iredell,11.8,6,32006,11,15.2,23.4,13.1,9.2,23.8,1.7,4.4,13.6,2.5,3.4,0.7,78.1
NC,Johnston,13.3,5.5,25847,13.7,12.7,26,14.2,10.4,31.7,2.6,2.1,17.4,2,4.1,0.9,77.4
NC,Lincoln,14.4,6.4,29089,14.4,16.9,21.6,15,8.2,14.9,1,1.5,21,2,3.1,0.9,76.2
NC,Madison,17.6,5.6,25326,14.6,21,18.1,16.8,6.5,5.9,0.5,0.4,25.7,1.8,4.7,5.3,73.5
NC,Mitchell,14,4.3,23907,15.5,24,18.4,20.4,5.5,7.6,0.9,1.4,17.6,0.8,5.8,2.3,67.2
NC,Montgomery,19.7,4.8,22760,20.7,19.2,22.8,14.9,8.9,36.7,4,0.5,23,4.3,6,4.3,67
NC,Moore,12.6,5.3,33432,9.6,23.7,21.3,15.7,6.1,22.8,1.4,3.5,14.9,1.6,4.4,1.5,86.2
NC,Pasquotank,16.1,6.8,23699,13.5,16.1,22.2,15,9.6,45.2,0.8,4.4,12.2,1.1,9.6,6.1,84
NC,Pender,15.1,7.4,27724,12.5,17.5,22.4,16.6,5.1,25.2,1.4,2.5,23.7,2,4.2,2,76.3
NC,Person,17.7,8.6,25922,13.7,18.4,21.3,18.8,9.9,33.6,0.7,0.9,22.6,2.7,7.8,1.3,80.8
NC,Randolph,15.8,5.4,24127,18.6,16.9,23.1,15.7,9,20.6,3.1,2.9,21.6,2.3,5.2,1,69.2
NC,Rockingham,18,6.1,23604,17.4,19.4,20.6,15.7,9.3,27.5,1.1,3.1,16.9,2.4,7.2,1.6,73.4
NC,Rowan,16.5,7.7,25117,14.7,16.8,22.5,15.6,9.7,27.6,2.1,4,16.5,2.3,5.8,3.1,70.6
NC,Rutherford,18,8.4,22493,17.4,20.7,21,20.1,8,16.6,0.6,1.5,20.8,1.6,6.3,1.9,60.3
NC,Stanly,14.3,6.2,24671,14.9,18.4,21.7,14.7,9.8,19.2,1,0.9,13.1,3.3,4.8,3.5,43.6
NC,Stokes,13.6,6.3,25091,16.5,19.8,19.4,15.4,8.3,8.8,0.1,1,24.9,1.5,3.3,1.2,58.5
NC,Surry,16.9,4.4,23957,21.7,19.7,21.6,20.3,6.1,15.8,2,2.5,24.6,2.3,6.8,1.4,75.2
ND,Barnes,10.5,2.6,33868,8.6,21.2,19.2,14.4,4.2,7.2,0,10,7.4,0.3,6.2,5.3,76.2
ND,Dickey,5.3,2.7,32943,9.9,21.1,23,10.5,4,6.6,0.2,4.4,6.8,1.5,4.6,4.8,85.8
ND,Foster,7.2,1.2,33737,7.8,22.3,21.9,10.3,4.7,4.5,0.1,2.1,5.4,1,3.4,2.8,77.2
ND,Golden Valley,6.5,1.6,32590,7.7,21.6,22.8,14.5,3.2,5.6,0,4.9,5.8,0.7,5.3,5.2,47
ND,Hettinger,9.5,1.8,32474,13.4,24,21.1,12.2,7.2,9.2,0,0.1,5.9,0,1.5,6.5,75.1
ND,McHenry,8.6,1.6,37626,10.1,19.9,23.8,12.7,6.8,4.9,0.1,1.7,10.5,0.5,3,1.2,74.5
ND,Mercer,7.1,0.9,38298,7.3,17.6,22.6,10.6,4.5,7.3,1.3,7,14.7,2.1,1.6,1.7,70.9
ND,Morton,8.1,3.1,39300,8.4,15.5,22.4,9.1,5.4,9.7,0.8,8.5,13.1,1.1,4.8,2.1,72.8
ND,Oliver,9,4.4,33849,10.3,24,24,13.4,6.5,9.2,1.5,2.8,13.9,1.7,2.7,0,45.7
ND,Pierce,17.1,1,28008,8.1,23.2,21.2,10.3,7.5,6,0.1,6.1,7.9,0.2,5.4,3.9,73.5
ND,Renville,4.7,1.9,33635,6,17.9,23.4,14.6,4.8,9,0.5,0.2,8.7,1.3,2.1,2,67.9
ND,Steele,6,2.2,39403,3.7,23.4,20.1,13.6,2.1,2.1,0.2,1.6,6.2,1.3,1.5,0,64.7
ND,Towner,12.2,4.1,36217,8,23.3,22.8,13.6,4.7,10.8,2,1,4.8,3.1,4.4,1.4,64.4
ND,Traill,6.6,3,32712,7.3,18.9,22.7,12.2,5.4,7.8,0.3,8.9,3.9,0.4,5,4.9,72.5
ND,Walsh,9.6,2.5,31366,14.1,20.6,22.7,14.6,8.2,15.4,1,3.8,8.6,1,5.7,3.7,76.3
OH,Ashland,13.3,4.1,25471,11.4,17.9,22.8,13.9,7.7,4.3,1,4.6,6,2.1,6.9,4.2,74.8
OH,Auglaize,8.7,3.5,29908,6.8,17.4,24.3,10.9,8.3,4.2,0.2,3.5,3.2,1.1,4.7,1.2,76.6
OH,Belmont,13.6,6.1,26106,9.6,19.8,19,16.2,8.1,7.2,0.1,4,8.9,0.4,7.2,5.9,75.4
OH,Brown,15.9,5.6,25637,12.6,17.4,23.1,16.5,9.2,3.5,0.2,1.8,16.3,1.7,5.9,1.4,73.8
OH,Clark,15.8,7.3,25948,12.5,18.7,22.7,16.9,11.5,15.8,0.9,6.1,4.2,1.5,8.2,2.4,82
OH,Clermont,9.5,4.2,32900,9.8,15.2,23.6,13.4,7.3,6.3,0.3,11.1,6,1.2,4.8,0.9,83.6
OH,Clinton,13,6.1,26861,11.5,16.1,23.5,16,10.2,6.6,0.2,4.2,6.3,1.9,5.6,2.9,79.6
OH,Columbiana,14.6,6.7,25853,12.2,19.3,20.7,16.2,7.8,6,0.2,3.6,9.6,1.9,6.7,3.7,78.8
OH,Crawford,15,5.3,24513,9.7,20.1,21.9,16.8,9.9,4.6,0.2,3.3,4.3,0.6,6.8,1.3,77
OH,Darke,10.1,4.7,26262,9.3,18.9,24,14,7.9,3.8,0.1,1.8,4.4,1.1,5.4,1.3,74.9
OH,Defiance,10.8,4.6,28491,8,17.6,23.3,12.8,8.9,13.5,0.5,3.6,6.4,0.8,5.8,1.5,81.3
OH,Erie,12,5.4,31677,8.1,20.8,20.6,14.8,9,16.7,0.5,7.6,3.2,0.5,6.8,1.7,86.1
OH,Fairfield,9.4,4.4,31136,7.6,15.1,24.2,13.7,9.3,13.3,0.7,4.9,2.9,1.7,5.2,2,84.8
OH,Gallia,22.5,5.2,22588,18.2,18,22.9,20.8,6.8,6.6,0.1,1.7,23.8,1.9,7.4,2.8,76.5
OH,Geauga,6.1,2.9,42149,9.5,19.1,23.5,10.6,4.1,4.4,0.6,3,3,2.1,9.2,1.1,85.3
OH,Greene,12.2,5.5,34682,6.6,16.3,20.7,12.9,8.2,16.1,0.7,8.8,1.1,1,5.2,5.5,87.5
OH,Hancock,11.6,4.3,30794,7.7,16.2,22.5,11.3,8.4,10.7,0.5,7.3,6.6,0.8,6.6,2.6,79.5
OH,Hardin,16.7,5.9,22329,10.5,15.2,23.4,14.5,7.1,4.9,0.4,4,8.2,1.6,6.6,7.3,76.3
OH,Harrison,17,5.6,24108,14.2,20.4,21,18.7,7.1,5,0.6,0.9,16.1,1.6,8.5,1.8,74.7
OH,Highland,20.9,6.5,22624,15.8,17.6,24.3,18.5,9,4.7,0.5,2.4,14.8,1.6,8.2,1.3,67.6
OH,Hocking,13.6,5.9,24138,10.3,18.3,22.3,17.6,9.5,3.6,0.2,2,17.2,2.2,5.3,2.4,74.7
OH,Huron,13.6,4.9,25375,11.8,16.3,24.4,13.7,9.6,9.8,1,3,7.4,1.3,6.5,1.7,81.3
OH,Jefferson,18.1,8,25658,9.7,20.6,19.4,18.2,8.3,9.6,0.3,5,6.4,0.5,9.1,3.5,78
OH,Lake,8.3,4.4,33737,8,18.9,20.5,13,7.8,11.4,1.2,10.7,1.7,0.8,4.8,1.4,87.2
OH,Licking,11.4,4.9,30338,8.8,15.8,23.4,15.4,8.7,9.4,0.4,3.6,4.1,1.6,4.8,2.2,84.2
OH,Lorain,13.7,6.3,29777,10.3,17.3,22.4,15.2,10.4,21.5,1,8.3,2.3,1,6.9,3,88.1
OH,Medina,6.4,3.2,35979,5.1,16.7,22.9,10.9,6.3,6,0.3,6.5,0.9,1.1,4.1,0.8,88.4
OH,Mercer,6.9,2.6,28513,8.3,17,25.7,11.6,6.9,4.5,0.3,3,6.3,1.2,3.7,1.2,77.9
OH,Miami,9.4,4.6,29703,9.8,18,23.2,14,7.4,7.5,0.5,3.9,2,0.6,5.6,0.9,76.8
OH,Monroe,16.6,6.5,25141,11.9,22.7,20.9,21.5,7.8,2.7,0.1,2.6,13.7,1,8,1.1,73
OH,Montgomery,17.4,7.2,28807,9.9,17.3,22.3,15.2,11.3,28.9,1.1,8.9,1.3,1.3,9.8,3.3,80.3
OH,Morrow,10.2,3.6,27212,13.4,16.1,23.8,14.7,6.7,4,0.2,1.6,13.1,2.2,7,0.8,71.6
OH,Muskingum,16.3,6.6,24080,12.7,17.1,23,16.9,9.8,8.4,0.2,4.8,10,1.4,7.4,2.3,81.8
OH,Ottawa,10.4,4.7,33081,8,23.6,19.1,15.7,6.9,7.7,0.2,4.6,11.6,0.4,4.4,2.1,83.9
OH,Perry,19.4,7.5,22659,14.3,15.9,23.8,17.3,10.5,3.3,0.1,3,17.1,1.4,6.8,0.9,73.1
OH,Portage,13.1,6.3,29439,7.9,15.4,19.1,13.3,7.5,10.3,0.6,8.5,7.5,0.5,6.1,4.3,86.1
OH,Preble,11.6,4.9,27031,10.6,18.2,22.9,16.4,7.3,3.5,0.4,1.7,4.6,1.4,5.2,1.1,76.8
OH,Richland,14.3,6.5,24545,13.2,18.9,21.7,16.1,8.5,14.4,0.4,5.8,3.7,1.4,9.6,5.9,74.7
OH,Ross,17.9,7.6,23756,13.3,15.7,21.6,20.6,10,10.4,0.2,3.9,13.3,1.7,7,7.7,80.8
OH,Sandusky,13.6,5,26256,9.8,17.8,22.9,15.5,10.8,15.3,0.6,3.1,4.8,0.6,6.4,2.2,86.6
OH,Seneca,14.7,4.9,25555,8.8,17,22.1,14.7,10.6,10,0.4,3.8,4.6,0.5,6.5,5.6,84.3
OH,Shelby,9.1,4.5,29008,9.9,15.5,25.3,12.8,9.6,7,0.4,4.4,4,1.8,5.2,0.9,68.5
OH,Stark,13.9,6,28434,8.7,18.6,21.7,13.4,9.9,13.5,0.5,6.2,2,1,7.3,2.4,81.4
OH,Trumbull,17.5,5.2,26116,10.9,20.4,20.8,14.8,9.4,12.7,0.4,5.5,4.4,1.1,7.2,1.9,79.3
OH,Tuscarawas,13.2,4.1,26034,14.1,18.9,23,14.3,7.5,5.3,0.9,2.8,8.5,1.5,7.3,1.2,74.9
OH,Warren,4.6,3.6,39448,6.5,13.6,25.3,9.8,6.6,13.4,0.6,5.8,1,0.5,3.1,3.3,87
OH,Washington,15.1,4,27860,9.1,20,19.8,20.4,8.6,4.9,0.2,3.9,12.2,1.3,6,2.8,79.4
OH,Williams,13.7,4.4,25428,10.5,18,22.9,15.1,8.3,7.1,0.2,1.7,6.7,1.2,5.1,3.3,81.6
OK,Bryan,16.7,5.6,23453,14,17.5,23.5,21.4,8.1,28.5,0.8,4,16.5,3.7,5.6,2.2,63.3
OK,Caddo,20,7.6,22062,14.5,16.4,25.3,21.2,9.8,42.8,3.6,1.3,13.1,3.9,7.2,4,97.5
OK,Canadian,8.4,4.4,30545,7.7,12.6,26.3,13.3,8.3,23.3,1.4,5.4,5.6,2.6,2.8,1.6,81.6
OK,Cleveland,12.5,4.2,30507,8,12.6,22,13.3,9.1,27.8,1.1,9.8,6.4,2.4,3.8,4.3,74.1
OK,Comanche,15.4,7.4,26149,10.4,11.9,23.9,19.1,11.6,43.5,1.1,7.6,5.3,2.7,7.4,7.6,79.2
OK,Creek,15.5,3.6,25150,13.2,17,24.2,13.7,9.4,23.7,0.4,2.3,20.3,3.4,3.7,1.2,67
OK,Ellis,17.6,5.5,27120,12.7,21.3,23.4,15.2,6.9,13.4,0.4,0.9,13.9,0.8,3.4,1.2,65.7
